Epoch_ID,Time,Satellite,C1C_m
373,2024-11-14 09:03:30,G09,20155344.078
373,2024-11-14 09:03:30,G16,23597797.59
373,2024-11-14 09:03:30,G20,23545101.988
373,2024-11-14 09:03:30,G30,22442090.07
374,2024-11-14 09:03:31,G04,21395034.492
374,2024-11-14 09:03:31,G07,21120311.594
374,2024-11-14 09:03:31,G08,23428776.797
374,2024-11-14 09:03:31,G09,20155379.805
374,2024-11-14 09:03:31,G16,23598437.168
374,2024-11-14 09:03:31,G20,23544695.992
374,2024-11-14 09:03:31,G30,22441729.863
375,2024-11-14 09:03:32,G04,21395370.551
375,2024-11-14 09:03:32,G07,21120248.141
375,2024-11-14 09:03:32,G08,23428349.891
375,2024-11-14 09:03:32,G09,20155415.086
375,2024-11-14 09:03:32,G16,23599076.582
375,2024-11-14 09:03:32,G20,23544289.977
375,2024-11-14 09:03:32,G30,22441369.211
376,2024-11-14 09:03:33,G04,21395706.809
376,2024-11-14 09:03:33,G07,21120184.602
376,2024-11-14 09:03:33,G08,23427923.039
376,2024-11-14 09:03:33,G09,20155450.422
376,2024-11-14 09:03:33,G16,23599715.91
376,2024-11-14 09:03:33,G20,23543884.016
376,2024-11-14 09:03:33,G30,22441008.895
377,2024-11-14 09:03:34,G04,21396043.379
377,2024-11-14 09:03:34,G07,21120121.371
377,2024-11-14 09:03:34,G08,23427496.215
377,2024-11-14 09:03:34,G09,20155486.066
377,2024-11-14 09:03:34,G16,23600355.262
377,2024-11-14 09:03:34,G20,23543478.512
377,2024-11-14 09:03:34,G30,22440648.465
378,2024-11-14 09:03:35,G04,21396379.516
378,2024-11-14 09:03:35,G07,21120057.711
378,2024-11-14 09:03:35,G08,23427069.527
378,2024-11-14 09:03:35,G09,20155521.711
378,2024-11-14 09:03:35,G16,23600995.039
378,2024-11-14 09:03:35,G20,23543073.004
378,2024-11-14 09:03:35,G30,22440288.031
379,2024-11-14 09:03:36,G04,21396716.051
379,2024-11-14 09:03:36,G07,21119994.445
379,2024-11-14 09:03:36,G08,23426642.664
379,2024-11-14 09:03:36,G09,20155557.609
379,2024-11-14 09:03:36,G16,23601634.07
379,2024-11-14 09:03:36,G20,23542666.746
379,2024-11-14 09:03:36,G30,22439927.707
380,2024-11-14 09:03:37,G04,21397052.879
380,2024-11-14 09:03:37,G07,21119931.188
380,2024-11-14 09:03:37,G08,23426215.957
380,2024-11-14 09:03:37,G09,20155593.086
380,2024-11-14 09:03:37,G16,23602273.539
380,2024-11-14 09:03:37,G20,23542261.5
380,2024-11-14 09:03:37,G30,22439567.68
381,2024-11-14 09:03:38,G04,21397389.289
381,2024-11-14 09:03:38,G07,21119867.656
381,2024-11-14 09:03:38,G08,23425789.398
381,2024-11-14 09:03:38,G09,20155629.289
381,2024-11-14 09:03:38,G16,23602913.73
381,2024-11-14 09:03:38,G20,23541855.98
381,2024-11-14 09:03:38,G30,22439207.66
382,2024-11-14 09:03:39,G04,21397725.43
382,2024-11-14 09:03:39,G07,21119804.57
382,2024-11-14 09:03:39,G08,23425363.004
382,2024-11-14 09:03:39,G09,20155665.082
382,2024-11-14 09:03:39,G16,23603553.656
382,2024-11-14 09:03:39,G20,23541450.617
382,2024-11-14 09:03:39,G30,22438847.801
383,2024-11-14 09:03:40,G04,21398062.305
383,2024-11-14 09:03:40,G07,21119741.363
383,2024-11-14 09:03:40,G08,23424936.484
383,2024-11-14 09:03:40,G09,20155701.32
383,2024-11-14 09:03:40,G16,23604193.457
383,2024-11-14 09:03:40,G20,23541045.562
383,2024-11-14 09:03:40,G30,22438487.531
384,2024-11-14 09:03:41,G04,21398399.051
384,2024-11-14 09:03:41,G07,21119678.023
384,2024-11-14 09:03:41,G08,23424510.406
384,2024-11-14 09:03:41,G09,20155737.145
384,2024-11-14 09:03:41,G16,23604833.129
384,2024-11-14 09:03:41,G20,23540640.09
384,2024-11-14 09:03:41,G30,22438127.562
385,2024-11-14 09:03:42,G04,21398735.633
385,2024-11-14 09:03:42,G07,21119614.805
385,2024-11-14 09:03:42,G08,23424084.164
385,2024-11-14 09:03:42,G09,20155773.52
385,2024-11-14 09:03:42,G16,23605473.066
385,2024-11-14 09:03:42,G20,23540234.883
385,2024-11-14 09:03:42,G30,22437767.715
386,2024-11-14 09:03:43,G04,21399072.684
386,2024-11-14 09:03:43,G07,21119551.914
386,2024-11-14 09:03:43,G08,23423657.965
386,2024-11-14 09:03:43,G09,20155809.934
386,2024-11-14 09:03:43,G16,23606113.188
386,2024-11-14 09:03:43,G20,23539829.719
386,2024-11-14 09:03:43,G30,22437407.625
387,2024-11-14 09:03:44,G04,21399409.449
387,2024-11-14 09:03:44,G07,21119488.738
387,2024-11-14 09:03:44,G08,23423231.906
387,2024-11-14 09:03:44,G09,20155846.352
387,2024-11-14 09:03:44,G16,23606753.594
387,2024-11-14 09:03:44,G20,23539424.84
387,2024-11-14 09:03:44,G30,22437047.82
388,2024-11-14 09:03:45,G04,21399746.375
388,2024-11-14 09:03:45,G07,21119425.867
388,2024-11-14 09:03:45,G08,23422805.727
388,2024-11-14 09:03:45,G09,20155882.785
388,2024-11-14 09:03:45,G16,23607393.445
388,2024-11-14 09:03:45,G20,23539019.402
388,2024-11-14 09:03:45,G30,22436687.887
389,2024-11-14 09:03:46,G04,21400083.73
389,2024-11-14 09:03:46,G07,21119362.992
389,2024-11-14 09:03:46,G08,23422379.539
389,2024-11-14 09:03:46,G09,20155919.215
389,2024-11-14 09:03:46,G16,23608033.867
389,2024-11-14 09:03:46,G20,23538615.254
389,2024-11-14 09:03:46,G30,22436328.098
390,2024-11-14 09:03:47,G04,21400420.812
390,2024-11-14 09:03:47,G07,21119299.988
390,2024-11-14 09:03:47,G08,23421953.367
390,2024-11-14 09:03:47,G09,20155955.805
390,2024-11-14 09:03:47,G16,23608673.73
390,2024-11-14 09:03:47,G20,23538210.262
390,2024-11-14 09:03:47,G30,22435968.18
391,2024-11-14 09:03:48,G04,21400758.328
391,2024-11-14 09:03:48,G07,21119237.277
391,2024-11-14 09:03:48,G08,23421527.348
391,2024-11-14 09:03:48,G09,20155992.539
391,2024-11-14 09:03:48,G16,23609314.316
391,2024-11-14 09:03:48,G20,23537805.418
391,2024-11-14 09:03:48,G30,22435608.406
392,2024-11-14 09:03:49,G04,21401095.727
392,2024-11-14 09:03:49,G07,21119174.305
392,2024-11-14 09:03:49,G08,23421101.352
392,2024-11-14 09:03:49,G09,20156029.445
392,2024-11-14 09:03:49,G16,23609954.5
392,2024-11-14 09:03:49,G20,23537401.027
392,2024-11-14 09:03:49,G30,22435248.664
393,2024-11-14 09:03:50,G04,21401433.098
393,2024-11-14 09:03:50,G07,21119111.594
393,2024-11-14 09:03:50,G08,23420675.613
393,2024-11-14 09:03:50,G09,20156066.328
393,2024-11-14 09:03:50,G16,23610594.797
393,2024-11-14 09:03:50,G20,23536996.469
393,2024-11-14 09:03:50,G30,22434888.891
394,2024-11-14 09:03:51,G04,21401770.371
394,2024-11-14 09:03:51,G07,21119048.492
394,2024-11-14 09:03:51,G08,23420250.062
394,2024-11-14 09:03:51,G09,20156103.246
394,2024-11-14 09:03:51,G16,23611235.422
394,2024-11-14 09:03:51,G20,23536592.094
394,2024-11-14 09:03:51,G30,22434529.734
395,2024-11-14 09:03:52,G04,21402108.078
395,2024-11-14 09:03:52,G07,21118985.969
395,2024-11-14 09:03:52,G08,23419824.086
395,2024-11-14 09:03:52,G09,20156140.316
395,2024-11-14 09:03:52,G16,23611876.199
395,2024-11-14 09:03:52,G20,23536188.012
395,2024-11-14 09:03:52,G30,22434169.582
396,2024-11-14 09:03:53,G04,21402445.5
396,2024-11-14 09:03:53,G07,21118923.309
396,2024-11-14 09:03:53,G08,23419398.543
396,2024-11-14 09:03:53,G09,20156177.676
396,2024-11-14 09:03:53,G16,23612516.688
396,2024-11-14 09:03:53,G20,23535783.645
396,2024-11-14 09:03:53,G30,22433810.289
397,2024-11-14 09:03:54,G04,21402783.23
397,2024-11-14 09:03:54,G07,21118860.523
397,2024-11-14 09:03:54,G08,23418972.879
397,2024-11-14 09:03:54,G09,20156214.629
397,2024-11-14 09:03:54,G16,23613156.914
397,2024-11-14 09:03:54,G20,23535379.156
397,2024-11-14 09:03:54,G30,22433450.875
398,2024-11-14 09:03:55,G04,21403120.969
398,2024-11-14 09:03:55,G07,21118797.891
398,2024-11-14 09:03:55,G08,23418547.078
398,2024-11-14 09:03:55,G09,20156252.016
398,2024-11-14 09:03:55,G16,23613797.723
398,2024-11-14 09:03:55,G20,23534975.535
398,2024-11-14 09:03:55,G30,22433091.613
399,2024-11-14 09:03:56,G04,21403458.848
399,2024-11-14 09:03:56,G07,21118735.254
399,2024-11-14 09:03:56,G08,23418121.703
399,2024-11-14 09:03:56,G09,20156289.543
399,2024-11-14 09:03:56,G16,23614438.812
399,2024-11-14 09:03:56,G20,23534571.77
399,2024-11-14 09:03:56,G30,22432731.918
400,2024-11-14 09:03:57,G04,21403796.441
400,2024-11-14 09:03:57,G07,21118673.051
400,2024-11-14 09:03:57,G08,23417696.188
400,2024-11-14 09:03:57,G09,20156327.074
400,2024-11-14 09:03:57,G16,23615079.906
400,2024-11-14 09:03:57,G20,23534167.719
400,2024-11-14 09:03:57,G30,22432372.512
401,2024-11-14 09:03:58,G04,21404134.422
401,2024-11-14 09:03:58,G07,21118610.52
401,2024-11-14 09:03:58,G08,23417270.488
401,2024-11-14 09:03:58,G09,20156364.277
401,2024-11-14 09:03:58,G16,23615720.527
401,2024-11-14 09:03:58,G20,23533764.199
401,2024-11-14 09:03:58,G30,22432013.352
402,2024-11-14 09:03:59,G04,21404472.301
402,2024-11-14 09:03:59,G07,21118547.883
402,2024-11-14 09:03:59,G08,23416845.402
402,2024-11-14 09:03:59,G09,20156401.949
402,2024-11-14 09:03:59,G16,23616361.762
402,2024-11-14 09:03:59,G20,23533360.434
402,2024-11-14 09:03:59,G30,22431653.945
403,2024-11-14 09:04:00,G04,21404810.352
403,2024-11-14 09:04:00,G07,21118485.562
403,2024-11-14 09:04:00,G08,23416420.484
403,2024-11-14 09:04:00,G09,20156439.934
403,2024-11-14 09:04:00,G16,23617002.879
403,2024-11-14 09:04:00,G20,23532957.121
403,2024-11-14 09:04:00,G30,22431294.703
404,2024-11-14 09:04:01,G04,21405148.684
404,2024-11-14 09:04:01,G07,21118423.094
404,2024-11-14 09:04:01,G08,23415995.707
404,2024-11-14 09:04:01,G09,20156477.629
404,2024-11-14 09:04:01,G16,23617643.992
404,2024-11-14 09:04:01,G20,23532553.953
404,2024-11-14 09:04:01,G30,22430935.465
405,2024-11-14 09:04:02,G04,21405486.887
405,2024-11-14 09:04:02,G07,21118360.641
405,2024-11-14 09:04:02,G08,23415570.09
405,2024-11-14 09:04:02,G09,20156515.629
405,2024-11-14 09:04:02,G16,23618284.836
405,2024-11-14 09:04:02,G20,23532150.656
405,2024-11-14 09:04:02,G30,22430576.098
406,2024-11-14 09:04:03,G04,21405825.125
406,2024-11-14 09:04:03,G07,21118298.363
406,2024-11-14 09:04:03,G08,23415145.074
406,2024-11-14 09:04:03,G09,20156553.516
406,2024-11-14 09:04:03,G16,23618926.0
406,2024-11-14 09:04:03,G20,23531747.676
406,2024-11-14 09:04:03,G30,22430217.047
407,2024-11-14 09:04:04,G04,21406163.375
407,2024-11-14 09:04:04,G07,21118235.953
407,2024-11-14 09:04:04,G08,23414720.355
407,2024-11-14 09:04:04,G09,20156591.559
407,2024-11-14 09:04:04,G16,23619567.031
407,2024-11-14 09:04:04,G20,23531344.137
407,2024-11-14 09:04:04,G30,22429857.863
408,2024-11-14 09:04:05,G04,21406501.617
408,2024-11-14 09:04:05,G07,21118173.824
408,2024-11-14 09:04:05,G08,23414295.633
408,2024-11-14 09:04:05,G09,20156629.738
408,2024-11-14 09:04:05,G16,23620208.629
408,2024-11-14 09:04:05,G20,23530940.73
408,2024-11-14 09:04:05,G30,22429498.82
409,2024-11-14 09:04:06,G04,21406840.254
409,2024-11-14 09:04:06,G07,21118111.66
409,2024-11-14 09:04:06,G08,23413870.73
409,2024-11-14 09:04:06,G09,20156668.168
409,2024-11-14 09:04:06,G16,23620850.047
409,2024-11-14 09:04:06,G20,23530537.867
409,2024-11-14 09:04:06,G30,22429139.883
410,2024-11-14 09:04:07,G04,21407178.512
410,2024-11-14 09:04:07,G07,21118049.406
410,2024-11-14 09:04:07,G08,23413445.879
410,2024-11-14 09:04:07,G09,20156706.359
410,2024-11-14 09:04:07,G16,23621491.375
410,2024-11-14 09:04:07,G20,23530135.34
410,2024-11-14 09:04:07,G30,22428780.711
411,2024-11-14 09:04:08,G04,21407517.203
411,2024-11-14 09:04:08,G07,21117987.441
411,2024-11-14 09:04:08,G08,23413021.32
411,2024-11-14 09:04:08,G09,20156744.848
411,2024-11-14 09:04:08,G16,23622132.996
411,2024-11-14 09:04:08,G20,23529732.961
411,2024-11-14 09:04:08,G30,22428421.547
412,2024-11-14 09:04:09,G04,21407855.477
412,2024-11-14 09:04:09,G07,21117925.055
412,2024-11-14 09:04:09,G08,23412596.625
412,2024-11-14 09:04:09,G09,20156783.344
412,2024-11-14 09:04:09,G16,23622775.051
412,2024-11-14 09:04:09,G20,23529329.586
412,2024-11-14 09:04:09,G30,22428062.816
413,2024-11-14 09:04:10,G04,21408194.637
413,2024-11-14 09:04:10,G07,21117863.559
413,2024-11-14 09:04:10,G08,23412171.961
413,2024-11-14 09:04:10,G09,20156821.867
413,2024-11-14 09:04:10,G16,23623416.562
413,2024-11-14 09:04:10,G20,23528927.102
413,2024-11-14 09:04:10,G30,22427703.832
414,2024-11-14 09:04:11,G04,21408533.223
414,2024-11-14 09:04:11,G07,21117801.344
414,2024-11-14 09:04:11,G08,23411747.582
414,2024-11-14 09:04:11,G09,20156860.531
414,2024-11-14 09:04:11,G16,23624058.359
414,2024-11-14 09:04:11,G20,23528524.613
414,2024-11-14 09:04:11,G30,22427345.273
415,2024-11-14 09:04:12,G04,21408871.941
415,2024-11-14 09:04:12,G07,21117739.266
415,2024-11-14 09:04:12,G08,23411323.195
415,2024-11-14 09:04:12,G09,20156899.188
415,2024-11-14 09:04:12,G16,23624699.863
415,2024-11-14 09:04:12,G20,23528121.977
415,2024-11-14 09:04:12,G30,22426986.422
416,2024-11-14 09:04:13,G04,21409210.934
416,2024-11-14 09:04:13,G07,21117677.598
416,2024-11-14 09:04:13,G08,23410898.645
416,2024-11-14 09:04:13,G09,20156938.113
416,2024-11-14 09:04:13,G16,23625341.781
416,2024-11-14 09:04:13,G20,23527720.035
416,2024-11-14 09:04:13,G30,22426627.551
417,2024-11-14 09:04:14,G04,21409549.695
417,2024-11-14 09:04:14,G07,21117615.418
417,2024-11-14 09:04:14,G08,23410474.871
417,2024-11-14 09:04:14,G09,20156976.957
417,2024-11-14 09:04:14,G16,23625983.898
417,2024-11-14 09:04:14,G20,23527318.012
417,2024-11-14 09:04:14,G30,22426268.883
418,2024-11-14 09:04:15,G04,21409889.051
418,2024-11-14 09:04:15,G07,21117553.543
418,2024-11-14 09:04:15,G08,23410050.113
418,2024-11-14 09:04:15,G09,20157015.961
418,2024-11-14 09:04:15,G16,23626625.891
418,2024-11-14 09:04:15,G20,23526916.004
418,2024-11-14 09:04:15,G30,22425910.094
419,2024-11-14 09:04:16,G04,21410228.0
419,2024-11-14 09:04:16,G07,21117491.977
419,2024-11-14 09:04:16,G08,23409625.812
419,2024-11-14 09:04:16,G09,20157054.848
419,2024-11-14 09:04:16,G16,23627267.91
419,2024-11-14 09:04:16,G20,23526513.594
419,2024-11-14 09:04:16,G30,22425551.328
420,2024-11-14 09:04:17,G04,21410567.379
420,2024-11-14 09:04:17,G07,21117430.27
420,2024-11-14 09:04:17,G08,23409201.797
420,2024-11-14 09:04:17,G09,20157094.164
420,2024-11-14 09:04:17,G16,23627910.215
420,2024-11-14 09:04:17,G20,23526111.758
420,2024-11-14 09:04:17,G30,22425192.703
421,2024-11-14 09:04:18,G04,21410906.477
421,2024-11-14 09:04:18,G07,21117368.426
421,2024-11-14 09:04:18,G08,23408777.5
421,2024-11-14 09:04:18,G09,20157133.199
421,2024-11-14 09:04:18,G16,23628552.383
421,2024-11-14 09:04:18,G20,23525709.93
421,2024-11-14 09:04:18,G30,22424834.086
422,2024-11-14 09:04:19,G04,21411245.988
422,2024-11-14 09:04:19,G07,21117306.992
422,2024-11-14 09:04:19,G08,23408353.469
422,2024-11-14 09:04:19,G09,20157172.5
422,2024-11-14 09:04:19,G16,23629194.961
422,2024-11-14 09:04:19,G20,23525308.223
422,2024-11-14 09:04:19,G30,22424475.594
423,2024-11-14 09:04:20,G04,21411585.691
423,2024-11-14 09:04:20,G07,21117245.18
423,2024-11-14 09:04:20,G08,23407929.348
423,2024-11-14 09:04:20,G09,20157211.996
423,2024-11-14 09:04:20,G16,23629836.73
423,2024-11-14 09:04:20,G20,23524906.566
423,2024-11-14 09:04:20,G30,22424117.438
424,2024-11-14 09:04:21,G04,21411925.25
424,2024-11-14 09:04:21,G07,21117183.793
424,2024-11-14 09:04:21,G08,23407505.367
424,2024-11-14 09:04:21,G09,20157251.492
424,2024-11-14 09:04:21,G16,23630479.5
424,2024-11-14 09:04:21,G20,23524504.621
424,2024-11-14 09:04:21,G30,22423758.707
425,2024-11-14 09:04:22,G04,21412264.824
425,2024-11-14 09:04:22,G07,21117122.137
425,2024-11-14 09:04:22,G08,23407081.547
425,2024-11-14 09:04:22,G09,20157291.0
425,2024-11-14 09:04:22,G16,23631122.141
425,2024-11-14 09:04:22,G20,23524103.551
425,2024-11-14 09:04:22,G30,22423400.566
426,2024-11-14 09:04:23,G04,21412604.266
426,2024-11-14 09:04:23,G07,21117060.777
426,2024-11-14 09:04:23,G08,23406657.449
426,2024-11-14 09:04:23,G09,20157330.668
426,2024-11-14 09:04:23,G16,23631764.512
426,2024-11-14 09:04:23,G20,23523702.492
426,2024-11-14 09:04:23,G30,22423042.434
427,2024-11-14 09:04:24,G04,21412944.0
427,2024-11-14 09:04:24,G07,21116999.141
427,2024-11-14 09:04:24,G08,23406234.078
427,2024-11-14 09:04:24,G09,20157370.34
427,2024-11-14 09:04:24,G16,23632407.031
427,2024-11-14 09:04:24,G20,23523301.012
427,2024-11-14 09:04:24,G30,22422684.023
428,2024-11-14 09:04:25,G04,21413283.699
428,2024-11-14 09:04:25,G07,21116937.75
428,2024-11-14 09:04:25,G08,23405809.949
428,2024-11-14 09:04:25,G09,20157410.402
428,2024-11-14 09:04:25,G16,23633049.938
428,2024-11-14 09:04:25,G20,23522899.781
428,2024-11-14 09:04:25,G30,22422326.004
429,2024-11-14 09:04:26,G04,21413623.734
429,2024-11-14 09:04:26,G07,21116876.27
429,2024-11-14 09:04:26,G08,23405386.59
429,2024-11-14 09:04:26,G09,20157450.086
429,2024-11-14 09:04:26,G16,23633692.469
429,2024-11-14 09:04:26,G20,23522498.742
429,2024-11-14 09:04:26,G30,22421967.895
430,2024-11-14 09:04:27,G04,21413963.207
430,2024-11-14 09:04:27,G07,21116814.945
430,2024-11-14 09:04:27,G08,23404962.812
430,2024-11-14 09:04:27,G09,20157490.07
430,2024-11-14 09:04:27,G16,23634335.301
430,2024-11-14 09:04:27,G20,23522097.859
430,2024-11-14 09:04:27,G30,22421609.797
431,2024-11-14 09:04:28,G04,21414303.281
431,2024-11-14 09:04:28,G07,21116753.789
431,2024-11-14 09:04:28,G08,23404539.203
431,2024-11-14 09:04:28,G09,20157529.934
431,2024-11-14 09:04:28,G16,23634978.012
431,2024-11-14 09:04:28,G20,23521696.859
431,2024-11-14 09:04:28,G30,22421251.582
432,2024-11-14 09:04:29,G04,21414643.355
432,2024-11-14 09:04:29,G07,21116692.488
432,2024-11-14 09:04:29,G08,23404115.738
432,2024-11-14 09:04:29,G09,20157570.375
432,2024-11-14 09:04:29,G16,23635621.012
432,2024-11-14 09:04:29,G20,23521296.289
432,2024-11-14 09:04:29,G30,22420893.508
433,2024-11-14 09:04:30,G04,21414983.43
433,2024-11-14 09:04:30,G07,21116631.336
433,2024-11-14 09:04:30,G08,23403692.703
433,2024-11-14 09:04:30,G09,20157610.527
433,2024-11-14 09:04:30,G16,23636263.867
433,2024-11-14 09:04:30,G20,23520895.863
433,2024-11-14 09:04:30,G30,22420535.297
434,2024-11-14 09:04:31,G04,21415323.613
434,2024-11-14 09:04:31,G07,21116570.004
434,2024-11-14 09:04:31,G08,23403269.207
434,2024-11-14 09:04:31,G09,20157650.793
434,2024-11-14 09:04:31,G16,23636907.121
434,2024-11-14 09:04:31,G20,23520495.402
434,2024-11-14 09:04:31,G30,22420177.336
435,2024-11-14 09:04:32,G04,21415663.855
435,2024-11-14 09:04:32,G07,21116509.16
435,2024-11-14 09:04:32,G08,23402845.91
435,2024-11-14 09:04:32,G09,20157691.402
435,2024-11-14 09:04:32,G16,23637550.289
435,2024-11-14 09:04:32,G20,23520095.289
435,2024-11-14 09:04:32,G30,22419819.289
436,2024-11-14 09:04:33,G04,21416004.113
436,2024-11-14 09:04:33,G07,21116447.613
436,2024-11-14 09:04:33,G08,23402422.059
436,2024-11-14 09:04:33,G09,20157731.738
436,2024-11-14 09:04:33,G16,23638192.898
436,2024-11-14 09:04:33,G20,23519694.902
436,2024-11-14 09:04:33,G30,22419461.113
437,2024-11-14 09:04:34,G04,21416344.395
437,2024-11-14 09:04:34,G07,21116386.52
437,2024-11-14 09:04:34,G08,23401999.227
437,2024-11-14 09:04:34,G09,20157772.094
437,2024-11-14 09:04:34,G16,23638836.535
437,2024-11-14 09:04:34,G20,23519294.535
437,2024-11-14 09:04:34,G30,22419103.105
438,2024-11-14 09:04:35,G04,21416684.824
438,2024-11-14 09:04:35,G07,21116325.438
438,2024-11-14 09:04:35,G08,23401576.551
438,2024-11-14 09:04:35,G09,20157812.75
438,2024-11-14 09:04:35,G16,23639479.605
438,2024-11-14 09:04:35,G20,23518894.039
438,2024-11-14 09:04:35,G30,22418745.105
439,2024-11-14 09:04:36,G04,21417025.207
439,2024-11-14 09:04:36,G07,21116264.305
439,2024-11-14 09:04:36,G08,23401153.68
439,2024-11-14 09:04:36,G09,20157853.5
439,2024-11-14 09:04:36,G16,23640123.055
439,2024-11-14 09:04:36,G20,23518494.207
439,2024-11-14 09:04:36,G30,22418387.344
440,2024-11-14 09:04:37,G04,21417365.773
440,2024-11-14 09:04:37,G07,21116203.641
440,2024-11-14 09:04:37,G08,23400730.422
440,2024-11-14 09:04:37,G09,20157894.285
440,2024-11-14 09:04:37,G16,23640766.262
440,2024-11-14 09:04:37,G20,23518094.129
440,2024-11-14 09:04:37,G30,22418029.477
441,2024-11-14 09:04:38,G04,21417706.219
441,2024-11-14 09:04:38,G07,21116142.285
441,2024-11-14 09:04:38,G08,23400307.043
441,2024-11-14 09:04:38,G09,20157935.242
441,2024-11-14 09:04:38,G16,23641409.492
441,2024-11-14 09:04:38,G20,23517694.648
441,2024-11-14 09:04:38,G30,22417671.777
442,2024-11-14 09:04:39,G04,21418046.969
442,2024-11-14 09:04:39,G07,21116081.66
442,2024-11-14 09:04:39,G08,23399884.539
442,2024-11-14 09:04:39,G09,20157976.211
442,2024-11-14 09:04:39,G16,23642053.164
442,2024-11-14 09:04:39,G20,23517294.75
442,2024-11-14 09:04:39,G30,22417313.52
443,2024-11-14 09:04:40,G04,21418387.867
443,2024-11-14 09:04:40,G07,21116020.754
443,2024-11-14 09:04:40,G08,23399461.469
443,2024-11-14 09:04:40,G09,20158017.332
443,2024-11-14 09:04:40,G16,23642696.988
443,2024-11-14 09:04:40,G20,23516895.293
443,2024-11-14 09:04:40,G30,22416956.273
444,2024-11-14 09:04:41,G04,21418728.773
444,2024-11-14 09:04:41,G07,21115959.859
444,2024-11-14 09:04:41,G08,23399038.836
444,2024-11-14 09:04:41,G09,20158058.461
444,2024-11-14 09:04:41,G16,23643340.391
444,2024-11-14 09:04:41,G20,23516495.555
444,2024-11-14 09:04:41,G30,22416598.461
445,2024-11-14 09:04:42,G04,21419069.504
445,2024-11-14 09:04:42,G07,21115899.359
445,2024-11-14 09:04:42,G08,23398615.742
445,2024-11-14 09:04:42,G09,20158099.703
445,2024-11-14 09:04:42,G16,23643983.906
445,2024-11-14 09:04:42,G20,23516096.215
445,2024-11-14 09:04:42,G30,22416240.621
446,2024-11-14 09:04:43,G04,21419410.586
446,2024-11-14 09:04:43,G07,21115838.641
446,2024-11-14 09:04:43,G08,23398193.285
446,2024-11-14 09:04:43,G09,20158141.148
446,2024-11-14 09:04:43,G16,23644627.625
446,2024-11-14 09:04:43,G20,23515696.652
446,2024-11-14 09:04:43,G30,22415882.98
447,2024-11-14 09:04:44,G04,21419751.672
447,2024-11-14 09:04:44,G07,21115778.211
447,2024-11-14 09:04:44,G08,23397770.695
447,2024-11-14 09:04:44,G09,20158182.461
447,2024-11-14 09:04:44,G16,23645271.352
447,2024-11-14 09:04:44,G20,23515297.242
447,2024-11-14 09:04:44,G30,22415525.211
448,2024-11-14 09:04:45,G04,21420092.637
448,2024-11-14 09:04:45,G07,21115717.375
448,2024-11-14 09:04:45,G08,23397347.977
448,2024-11-14 09:04:45,G09,20158223.934
448,2024-11-14 09:04:45,G16,23645915.531
448,2024-11-14 09:04:45,G20,23514897.992
448,2024-11-14 09:04:45,G30,22415167.742
449,2024-11-14 09:04:46,G04,21420433.902
449,2024-11-14 09:04:46,G07,21115656.836
449,2024-11-14 09:04:46,G08,23396925.844
449,2024-11-14 09:04:46,G09,20158265.418
449,2024-11-14 09:04:46,G16,23646559.289
449,2024-11-14 09:04:46,G20,23514499.184
449,2024-11-14 09:04:46,G30,22414810.289
450,2024-11-14 09:04:47,G04,21420775.008
450,2024-11-14 09:04:47,G07,21115596.281
450,2024-11-14 09:04:47,G08,23396503.41
450,2024-11-14 09:04:47,G09,20158307.176
450,2024-11-14 09:04:47,G16,23647203.465
450,2024-11-14 09:04:47,G20,23514100.215
450,2024-11-14 09:04:47,G30,22414452.82
451,2024-11-14 09:04:48,G04,21421116.434
451,2024-11-14 09:04:48,G07,21115535.766
451,2024-11-14 09:04:48,G08,23396081.156
451,2024-11-14 09:04:48,G09,20158348.824
451,2024-11-14 09:04:48,G16,23647847.246
451,2024-11-14 09:04:48,G20,23513701.285
451,2024-11-14 09:04:48,G30,22414095.387
452,2024-11-14 09:04:49,G04,21421458.008
452,2024-11-14 09:04:49,G07,21115475.395
452,2024-11-14 09:04:49,G08,23395658.766
452,2024-11-14 09:04:49,G09,20158390.48
452,2024-11-14 09:04:49,G16,23648491.457
452,2024-11-14 09:04:49,G20,23513302.215
452,2024-11-14 09:04:49,G30,22413737.957
453,2024-11-14 09:04:50,G04,21421799.176
453,2024-11-14 09:04:50,G07,21115414.902
453,2024-11-14 09:04:50,G08,23395236.82
453,2024-11-14 09:04:50,G09,20158432.727
453,2024-11-14 09:04:50,G16,23649135.977
453,2024-11-14 09:04:50,G20,23512903.883
453,2024-11-14 09:04:50,G30,22413380.547
454,2024-11-14 09:04:51,G04,21422140.777
454,2024-11-14 09:04:51,G07,21115354.418
454,2024-11-14 09:04:51,G08,23394814.887
454,2024-11-14 09:04:51,G09,20158474.551
454,2024-11-14 09:04:51,G16,23649779.793
454,2024-11-14 09:04:51,G20,23512505.129
454,2024-11-14 09:04:51,G30,22413023.289
455,2024-11-14 09:04:52,G04,21422482.062
455,2024-11-14 09:04:52,G07,21115294.184
455,2024-11-14 09:04:52,G08,23394392.344
455,2024-11-14 09:04:52,G09,20158516.488
455,2024-11-14 09:04:52,G16,23650424.145
455,2024-11-14 09:04:52,G20,23512107.199
455,2024-11-14 09:04:52,G30,22412666.141
456,2024-11-14 09:04:53,G04,21422823.973
456,2024-11-14 09:04:53,G07,21115233.719
456,2024-11-14 09:04:53,G08,23393970.285
456,2024-11-14 09:04:53,G09,20158558.762
